SID,Collection_Date,Taxon_name,RelAbund
14444,2005/06/13,Ambloplites rupestris,58.7378640776699
14444,2005/06/13,Ambloplites rupestris,20
14444,2005/06/13,Ameiurus nebulosus,3.0769230769231
14444,2005/06/13,Ameiurus nebulosus,12.621359223301
14444,2005/06/13,Anguilla rostrata,2.3076923076923
14444,2005/06/13,Etheostoma olmstedi,5.3846153846154
14444,2005/06/13,Etheostoma olmstedi,1.4563106796117
14444,2005/06/13,Exoglossum maxillingua,0.4854368932039
14444,2005/06/13,Lepomis auritus,0.4854368932039
14444,2005/06/13,Lepomis auritus,2.3076923076923
14444,2005/06/13,Lepomis macrochirus,1.9417475728155
14444,2005/06/13,Lepomis macrochirus,1.5384615384615
14444,2005/06/13,Luxilus cornutus,3.3980582524272
14444,2005/06/13,Micropterus dolomieu,0.7692307692308
14444,2005/06/13,Salmo trutta,6.9230769230769
14444,2005/06/13,Salmo trutta,3.3980582524272
14444,2006/07/10,Ambloplites rupestris,44.0944881889764
14444,2006/07/10,Ameiurus natalis,0.7874015748032
14444,2006/07/10,Anguilla rostrata,0.7874015748032
14444,2006/07/10,Etheostoma olmstedi,3.1496062992126
14444,2006/07/10,Lepomis auritus,3.1496062992126
14444,2006/07/10,Lepomis macrochirus,4.7244094488189
14444,2011/07/13,Ambloplites rupestris,2.8571428571429
14444,2011/07/13,Ameiurus natalis,1.7142857142857
14444,2011/07/13,Ameiurus nebulosus,1.1428571428571
14444,2011/07/13,Etheostoma olmstedi,5.7142857142857
14444,2011/07/13,Exoglossum maxillingua,0.5714285714286
14444,2011/07/13,Lepomis auritus,10.8571428571429
14444,2011/07/13,Lepomis macrochirus,1.1428571428571
14444,2011/07/13,Luxilus cornutus,3.4285714285714
14444,2011/07/13,Micropterus dolomieu,1.7142857142857
14444,2011/07/13,Salvelinus fontinalis,0.5714285714286
14444,2011/07/13,Semotilus corporalis,7.4285714285714
14445,1990/08/14,Ambloplites rupestris,5.5
14445,1990/08/14,Anguilla rostrata,75.5
14445,1990/08/14,Etheostoma olmstedi,11.5
14445,1990/08/14,Exoglossum maxillingua,14
14445,1990/08/14,Lepomis auritus,33
14445,1990/08/14,Lepomis macrochirus,1.5
14445,1990/08/14,Luxilus cornutus,17.5
14445,1990/08/14,Salmo trutta,1.5
14445,1990/08/14,Semotilus corporalis,0.5
14445,2006/08/04,Ambloplites rupestris,6.25
14445,2006/08/04,Ambloplites rupestris,6.25
14445,2006/08/04,Anguilla rostrata,61.875
14445,2006/08/04,Anguilla rostrata,64.375
14445,2006/08/04,Etheostoma olmstedi,25
14445,2006/08/04,Etheostoma olmstedi,25
14445,2006/08/04,Exoglossum maxillingua,29.375
14445,2006/08/04,Exoglossum maxillingua,29.375
14445,2006/08/04,Luxilus cornutus,37.5
14445,2006/08/04,Luxilus cornutus,38.125
14445,2006/08/04,Salmo trutta,1.875
14445,2006/08/04,Salmo trutta,1.875
14445,2011/07/13,Ambloplites rupestris,1.25
14445,2011/07/13,Anguilla rostrata,200
14445,2011/07/13,Etheostoma olmstedi,120
14445,2011/07/13,Exoglossum maxillingua,91.25
14445,2011/07/13,Lepomis auritus,21.25
14445,2011/07/13,Lepomis macrochirus,1.25
14445,2011/07/13,Luxilus cornutus,286.25
14445,2011/07/13,Micropterus dolomieu,2.5
14445,2011/07/13,Salmo trutta,1.25
14445,2011/07/13,Semotilus corporalis,6.25
14446,1989/07/13,Ambloplites rupestris,4.5
14446,1989/07/13,Anguilla rostrata,72
14446,1989/07/13,Etheostoma olmstedi,44.5
14446,1989/07/13,Lepomis auritus,3.5
14446,1989/07/13,Lepomis macrochirus,5
14446,1989/07/13,Luxilus cornutus,1
14446,1989/07/13,Micropterus dolomieu,0.5
14446,1989/07/13,Salmo trutta,1.5
14446,1989/07/13,Semotilus corporalis,4
14446,2000/09/11,Ambloplites rupestris,0.6060606060606
14446,2000/09/11,Anguilla rostrata,54.5454545454545
14446,2000/09/11,Etheostoma olmstedi,6.0606060606061
14446,2000/09/11,Lepomis auritus,1.8181818181818
14446,2000/09/11,Lepomis macrochirus,7.8787878787879
14446,2000/09/11,Luxilus cornutus,1.2121212121212
14446,2000/09/11,Salmo trutta,6.6666666666667
14446,2000/09/11,Semotilus corporalis,13.3333333333333
14450,2008/07/02,Etheostoma olmstedi,6.6666666666667
14450,2008/07/02,Luxilus cornutus,1
14450,2008/07/31,Etheostoma olmstedi,4.7904191616767
14450,2008/07/31,Lepomis auritus,0.5988023952096
14450,2008/07/31,Luxilus cornutus,30.5389221556886
14450,2008/07/31,Salmo trutta,1.1976047904192
14450,2014/08/05,Etheostoma olmstedi,10.5708245243129
14450,2014/08/05,Lepomis auritus,4.2283298097252
14450,2014/08/05,Lepomis macrochirus,2.5369978858351
14450,2014/08/05,Luxilus cornutus,17.3361522198731
14450,2014/08/05,Salmo trutta,0.4228329809725
14451,2014/08/07,Ambloplites rupestris,0.6329113924051
14451,2014/08/07,Ameiurus natalis,0.6329113924051
14451,2014/08/07,Anguilla rostrata,5.6962025316456
14451,2014/08/07,Etheostoma olmstedi,121.518987341772
14451,2014/08/07,Lepomis auritus,3.1645569620253
14451,2014/08/07,Lepomis macrochirus,10.126582278481
14451,2014/08/07,Micropterus dolomieu,18.9873417721519
14451,2014/08/07,Semotilus corporalis,124.050632911392
14453,1991/06/17,Salvelinus fontinalis,41
14453,2006/07/26,Salvelinus fontinalis,2.8571428571429
14453,2011/06/24,Salmo trutta,0.8403361344538
14454,2010/09/10,Etheostoma olmstedi,88.4615384615385
14454,2010/09/10,Lepomis auritus,2.3076923076923
14454,2010/09/10,Luxilus cornutus,5.3846153846154
14454,2010/09/10,Micropterus dolomieu,6.1538461538462
14454,2010/09/10,Semotilus corporalis,3.0769230769231
14455,1991/07/08,Etheostoma olmstedi,56
14455,1991/07/08,Lepomis auritus,8
14455,1991/07/08,Lepomis macrochirus,0.6666666666667
14455,1991/07/08,Luxilus cornutus,67.3333333333333
14455,2000/07/25,Etheostoma olmstedi,39.5161290322581
14455,2000/07/25,Lepomis macrochirus,0.8064516129032
14455,2000/07/25,Luxilus cornutus,82.258064516129
14455,2004/08/20,Luxilus cornutus,18.8235294117647
14456,1991/07/08,Lepomis auritus,13.3333333333333
14456,1991/07/08,Luxilus cornutus,1.3333333333333
14456,2000/07/25,Luxilus cornutus,6
14456,2004/08/20,Lepomis macrochirus,1.3333333333333
14456,2004/08/20,Luxilus cornutus,1.3333333333333
14456,2006/09/08,Anguilla rostrata,2
14456,2006/09/08,Etheostoma olmstedi,0.6666666666667
14456,2006/09/08,Luxilus cornutus,1.3333333333333
14456,2007/09/14,Etheostoma olmstedi,4
14456,2007/09/14,Luxilus cornutus,0.6666666666667
14456,2009/09/10,Anguilla rostrata,1.7441860465116
14456,2009/09/10,Etheostoma olmstedi,0.5813953488372
14456,2010/09/10,Anguilla rostrata,0.6060606060606
14456,2010/09/10,Etheostoma olmstedi,5.4545454545455
14456,2013/09/03,Anguilla rostrata,1.5037593984962
14456,2013/09/03,Etheostoma olmstedi,1.5037593984962
14456,2013/09/03,Luxilus cornutus,4.5112781954887
14456,2014/09/12,Anguilla rostrata,2.3333333333333
14456,2014/09/12,Etheostoma olmstedi,3.6666666666667
14456,2014/09/12,Semotilus corporalis,0.3333333333333
14458,1991/07/16,Ambloplites rupestris,0.6666666666667
14458,1991/07/16,Lepomis macrochirus,2
14458,2001/08/17,Etheostoma olmstedi,8
14458,2001/08/17,Lepomis auritus,2.6666666666667
14458,2001/08/17,Lepomis macrochirus,2
14458,2006/06/21,Etheostoma olmstedi,10.2803738317757
14458,2006/06/21,Lepomis auritus,0.9345794392523
14458,2006/06/21,Lepomis macrochirus,0.9345794392523
14459,2000/07/12,Ambloplites rupestris,1.4634146341463
14459,2000/07/12,Etheostoma olmstedi,1.9512195121951
14459,2000/07/12,Luxilus cornutus,28.2926829268293
14459,2000/07/12,Semotilus corporalis,3.4146341463415
14461,2008/07/31,Ambloplites rupestris,0.7194244604317
14461,2008/07/31,Anguilla rostrata,3.5971223021583
14461,2008/07/31,Etheostoma olmstedi,8.6330935251799
14461,2008/07/31,Lepomis auritus,1.4388489208633
14461,2008/07/31,Lepomis macrochirus,0.7194244604317
14461,2008/07/31,Micropterus dolomieu,1.4388489208633
14461,2012/06/12,Anguilla rostrata,4.1095890410959
14461,2012/06/12,Etheostoma olmstedi,9.5890410958904
14461,2012/06/12,Luxilus cornutus,1.3698630136986
14461,2012/06/12,Micropterus dolomieu,4.7945205479452
14461,2012/06/12,Salmo trutta,1.3698630136986
14462,2001/08/13,Ambloplites rupestris,16
14462,2001/08/13,Etheostoma olmstedi,16
14462,2001/08/13,Exoglossum maxillingua,2
14462,2001/08/13,Lepomis macrochirus,10
14463,1991/07/10,Etheostoma olmstedi,93.3333333333333
14463,1991/07/10,Lepomis auritus,1.3333333333333
14463,1991/07/10,Lepomis macrochirus,0.6666666666667
14463,1991/07/10,Luxilus cornutus,8.6666666666667
14463,2001/08/13,Etheostoma olmstedi,23
14463,2001/08/13,Lepomis auritus,2
14463,2001/08/13,Lepomis macrochirus,2
14463,2001/08/13,Luxilus cornutus,32
14464,2001/08/17,Ambloplites rupestris,2.6666666666667
14464,2001/08/17,Etheostoma olmstedi,22.6666666666667
14464,2001/08/17,Lepomis macrochirus,1.3333333333333
14464,2006/06/21,Etheostoma olmstedi,1.7857142857143
14464,2006/06/21,Lepomis auritus,1.1904761904762
14464,2006/06/21,Lepomis macrochirus,5.952380952381
14465,1988/08/02,Anguilla rostrata,103.333333333333
14465,1988/08/02,Etheostoma olmstedi,5.3333333333333
14465,1988/08/02,Lepomis auritus,5.3333333333333
14465,1988/08/02,Luxilus cornutus,24.6666666666667
14465,1988/08/02,Micropterus dolomieu,10.6666666666667
14465,1988/08/02,Semotilus corporalis,4
14465,2000/07/06,Anguilla rostrata,6.8027210884354
14465,2000/07/06,Anguilla rostrata,16.0493827160494
14465,2000/07/06,Etheostoma olmstedi,7.4829931972789
14465,2000/07/06,Etheostoma olmstedi,29.6296296296296
14465,2000/07/06,Lepomis macrochirus,3.7037037037037
14465,2012/07/16,Anguilla rostrata,56.1728395061728
14465,2012/07/16,Etheostoma olmstedi,53.7037037037037
14465,2012/07/16,Lepomis auritus,0.6172839506173
14465,2012/07/16,Lepomis macrochirus,0.6172839506173
14465,2012/07/16,Luxilus cornutus,19.7530864197531
14465,2012/07/16,Semotilus corporalis,15.4320987654321
14467,2001/07/27,Etheostoma olmstedi,1.5625
14467,2001/07/27,Luxilus cornutus,2.34375
14470,2004/09/10,Anguilla rostrata,0.6666666666667
14470,2004/09/10,Etheostoma olmstedi,2
14470,2004/09/10,Salmo trutta,46.6666666666667
14470,2004/09/10,Salvelinus fontinalis,9.3333333333333
14470,2011/07/27,Anguilla rostrata,0.6756756756757
14470,2011/07/27,Etheostoma olmstedi,4.7297297297297
14470,2011/07/27,Lepomis macrochirus,0.6756756756757
14470,2011/07/27,Salmo trutta,54.7297297297297
14470,2011/07/27,Salvelinus fontinalis,10.1351351351351
14470,2013/06/17,Etheostoma olmstedi,1.3793103448276
14470,2013/06/17,Salvelinus fontinalis,1.3793103448276
14470,2016/06/09,Salmo trutta,58.2608695652174
14470,2016/06/09,Salvelinus fontinalis,4.3478260869565
14471,1992/08/27,Etheostoma olmstedi,6
14471,1992/08/27,Exoglossum maxillingua,29
14471,1992/08/27,Micropterus dolomieu,39.5
14471,1992/08/27,Salmo trutta,3.5
14471,1992/08/27,Semotilus corporalis,10
14471,2011/08/05,Ambloplites rupestris,0.5
14471,2011/08/05,Etheostoma olmstedi,2.5
14471,2011/08/05,Exoglossum maxillingua,13.5
14471,2011/08/05,Lepomis macrochirus,3.5
14471,2011/08/05,Micropterus dolomieu,32
14471,2011/08/05,Salmo trutta,1
14471,2011/08/05,Semotilus corporalis,25.5
14471,2014/08/26,Ambloplites rupestris,0.5
14471,2014/08/26,Etheostoma olmstedi,1.5
14471,2014/08/26,Exoglossum maxillingua,3
14471,2014/08/26,Lepomis macrochirus,1.5
14471,2014/08/26,Luxilus cornutus,0.5
14471,2014/08/26,Micropterus dolomieu,15.5
14471,2014/08/26,Micropterus dolomieu,2.5
14471,2014/08/26,Salmo trutta,3.5
14471,2014/08/26,Semotilus corporalis,2
14471,2015/08/26,Ambloplites rupestris,0.5
14471,2015/08/26,Etheostoma olmstedi,5.5
14471,2015/08/26,Exoglossum maxillingua,7
14471,2015/08/26,Luxilus cornutus,0.5
14471,2015/08/26,Micropterus dolomieu,1
14471,2015/08/26,Micropterus dolomieu,32
14471,2015/08/26,Salmo trutta,10.5
14471,2015/08/26,Semotilus corporalis,7.5
14472,2006/07/12,Anguilla rostrata,5.3846153846154
14472,2006/07/12,Lepomis macrochirus,5.3846153846154
14472,2006/07/12,Salmo trutta,2.3076923076923
14472,2006/07/12,Salvelinus fontinalis,0.7692307692308
14472,2006/07/12,Semotilus corporalis,0.7692307692308
14472,2007/06/14,Ameiurus nebulosus,0.5714285714286
14472,2007/06/14,Anguilla rostrata,2.2857142857143
14472,2007/06/14,Etheostoma olmstedi,3.4285714285714
14472,2007/06/14,Lepomis auritus,0.5714285714286
14472,2007/06/14,Lepomis macrochirus,1.7142857142857
14472,2007/06/14,Salvelinus fontinalis,1.7142857142857
14472,2007/06/14,Semotilus corporalis,1.1428571428571
14473,2007/06/14,Ameiurus natalis,0.609756097561
14473,2007/06/14,Ameiurus natalis,1.8292682926829
14473,2007/06/14,Anguilla rostrata,0.609756097561
14473,2007/06/14,Etheostoma olmstedi,2.4390243902439
14473,2007/06/14,Semotilus corporalis,36.5853658536585
14473,2011/07/12,Ameiurus natalis,4
14473,2011/07/12,Anguilla rostrata,4
14473,2011/07/12,Etheostoma olmstedi,7
14473,2011/07/12,Lepomis macrochirus,4
14473,2011/07/12,Semotilus corporalis,272
14473,2013/06/26,Anguilla rostrata,2.5
14473,2013/06/26,Etheostoma olmstedi,1.6666666666667
14473,2013/06/26,Lepomis macrochirus,4.1666666666667
14473,2013/06/26,Semotilus corporalis,53.3333333333333
14474,1999/06/23,Ambloplites rupestris,1.3333333333333
14474,1999/06/23,Etheostoma olmstedi,2
14474,1999/06/23,Exoglossum maxillingua,1.3333333333333
14474,1999/06/23,Lepomis macrochirus,0.6666666666667
14474,1999/06/23,Luxilus cornutus,11.3333333333333
14477,2001/07/05,Etheostoma olmstedi,32
14477,2001/07/05,Luxilus cornutus,17
14478,2011/06/22,Salvelinus fontinalis,11.1764705882353
14478,2013/08/30,Salvelinus fontinalis,45
14478,2014/07/23,Salvelinus fontinalis,32
14479,2000/06/19,Ambloplites rupestris,16.0869565217391
14479,2000/06/19,Anguilla rostrata,112.608695652174
14479,2000/06/19,Etheostoma olmstedi,9.5652173913044
14479,2000/06/19,Luxilus cornutus,1.304347826087
14479,2008/06/25,Ambloplites rupestris,1.1111111111111
14479,2008/06/25,Anguilla rostrata,66.6666666666667
14479,2008/06/25,Etheostoma olmstedi,14.4444444444444
14479,2008/08/31,Anguilla rostrata,33.3333333333333
14479,2008/08/31,Etheostoma olmstedi,98.8888888888889
14479,2008/08/31,Lepomis macrochirus,8.8888888888889
14479,2012/07/17,Ambloplites rupestris,9.3333333333333
14479,2012/07/17,Anguilla rostrata,183.333333333333
14479,2012/07/17,Etheostoma olmstedi,12.6666666666667
14482,2006/06/23,Ameiurus nebulosus,90.7216494845361
14482,2006/06/23,Anguilla rostrata,1.0309278350516
14482,2006/06/23,Etheostoma olmstedi,2.0618556701031
14482,2006/06/23,Lepomis macrochirus,5.1546391752577
14482,2006/06/23,Luxilus cornutus,7.2164948453608
14482,2010/06/25,Anguilla rostrata,0.8474576271186
14482,2010/06/25,Etheostoma olmstedi,26.271186440678
14482,2010/06/25,Luxilus cornutus,1.6949152542373
14482,2010/06/25,Salvelinus fontinalis,2.5423728813559
14482,2016/06/22,Etheostoma olmstedi,29.1666666666667
14482,2016/06/22,Lepomis macrochirus,1.6666666666667
14482,2016/06/22,Luxilus cornutus,19.1666666666667
14482,2016/06/22,Salvelinus fontinalis,2.5
14482,2016/06/22,Semotilus corporalis,8.3333333333333
14484,2004/06/30,Anguilla rostrata,2.9126213592233
14484,2004/06/30,Cottus cognatus,182.52427184466
14484,2004/06/30,Etheostoma olmstedi,0.9708737864078
14484,2004/06/30,Luxilus cornutus,12.621359223301
14484,2004/06/30,Salmo trutta,9.7087378640777
14484,2004/06/30,Salvelinus fontinalis,8.7378640776699
14484,2010/06/16,Cottus cognatus,97.3333333333333
14484,2010/06/16,Luxilus cornutus,0.6666666666667
14484,2010/06/16,Salmo trutta,5.3333333333333
14484,2010/06/16,Salvelinus fontinalis,12
14484,2013/08/23,Cottus cognatus,69.2124105011933
14484,2013/08/23,Etheostoma olmstedi,2.3866348448687
14484,2013/08/23,Luxilus cornutus,8.3532219570406
14484,2013/08/23,Salmo trutta,7.1599045346062
14484,2013/08/23,Salvelinus fontinalis,3.5799522673031
14486,2007/07/20,Ambloplites rupestris,1.0204081632653
14486,2007/07/20,Anguilla rostrata,18.3673469387755
14486,2007/07/20,Etheostoma olmstedi,5.1020408163265
14486,2007/07/20,Lepomis auritus,5.1020408163265
14486,2007/07/20,Semotilus corporalis,10.2040816326531
14486,2013/07/01,Ambloplites rupestris,3
14486,2013/07/01,Anguilla rostrata,19
14486,2013/07/01,Etheostoma olmstedi,2
14486,2013/07/01,Lepomis auritus,8
14486,2013/07/01,Salmo trutta,1
14486,2013/07/01,Semotilus corporalis,7
14488,2006/07/31,Ameiurus natalis,0.6666666666667
14488,2006/07/31,Etheostoma olmstedi,2
14488,2006/07/31,Exoglossum maxillingua,3.3333333333333
14488,2006/07/31,Lepomis macrochirus,2
14488,2006/07/31,Luxilus cornutus,2.6666666666667
14488,2006/07/31,Micropterus dolomieu,2
14488,2006/07/31,Salmo trutta,10.6666666666667
14488,2006/07/31,Salvelinus fontinalis,4
14488,2006/07/31,Semotilus corporalis,18
14488,2011/06/15,Ameiurus nebulosus,3
14488,2011/06/15,Etheostoma olmstedi,5
14488,2011/06/15,Exoglossum maxillingua,5
14488,2011/06/15,Lepomis macrochirus,21
14488,2011/06/15,Luxilus cornutus,6
14488,2011/06/15,Micropterus dolomieu,1
14488,2011/06/15,Salmo trutta,13
14488,2011/06/15,Semotilus corporalis,11
14488,2016/08/25,Etheostoma olmstedi,9
14488,2016/08/25,Luxilus cornutus,4
14488,2016/08/25,Micropterus dolomieu,11
14488,2016/08/25,Salmo trutta,12
14488,2016/08/25,Semotilus corporalis,3
14489,1990/08/13,Ambloplites rupestris,0.5952380952381
14489,1990/08/13,Ameiurus nebulosus,5.952380952381
14489,1990/08/13,Anguilla rostrata,40.4761904761905
14489,1990/08/13,Etheostoma olmstedi,1.7857142857143
14489,1990/08/13,Lepomis auritus,75.5952380952381
14489,1990/08/13,Lepomis macrochirus,20.8333333333333
14489,2007/07/20,Anguilla rostrata,36.6336633663366
14489,2007/07/20,Etheostoma olmstedi,1.980198019802
14489,2007/07/20,Lepomis auritus,2.970297029703
14490,2007/07/23,Anguilla rostrata,34.3137254901961
14490,2007/07/23,Lepomis auritus,0.9803921568627
14490,2007/07/23,Lepomis macrochirus,0.9803921568627
14490,2007/07/23,Luxilus cornutus,5.8823529411765
14490,2007/07/23,Salmo trutta,3.921568627451
14490,2007/07/23,Semotilus corporalis,6.8627450980392
14490,2009/06/17,Anguilla rostrata,36.6666666666667
14490,2009/06/17,Lepomis macrochirus,4
14490,2009/06/17,Luxilus cornutus,2
14490,2009/06/17,Salmo trutta,6
14490,2009/06/17,Semotilus corporalis,6.6666666666667
14490,2011/06/30,Ameiurus nebulosus,0.6756756756757
14490,2011/06/30,Anguilla rostrata,36.4864864864865
14490,2011/06/30,Lepomis macrochirus,5.4054054054054
14490,2011/06/30,Luxilus cornutus,5.4054054054054
14490,2011/06/30,Salmo trutta,1.3513513513514
14490,2011/06/30,Semotilus corporalis,29.7297297297297
14490,2012/07/05,Anguilla rostrata,29.8245614035088
14490,2012/07/05,Lepomis auritus,1.7543859649123
14490,2012/07/05,Lepomis macrochirus,1.7543859649123
14490,2012/07/05,Semotilus corporalis,3.5087719298246
14492,2009/06/08,Ameiurus natalis,1
14492,2009/06/08,Etheostoma olmstedi,0.6666666666667
14492,2009/06/08,Lepomis auritus,0.6666666666667
14492,2009/06/08,Luxilus cornutus,3
14492,2009/06/08,Micropterus dolomieu,0.6666666666667
14492,2009/06/08,Semotilus corporalis,3
14492,2009/08/13,Ameiurus natalis,0.6711409395973
14492,2009/08/13,Luxilus cornutus,16.7785234899329
14492,2009/08/13,Micropterus dolomieu,0.6711409395973
14492,2009/08/13,Semotilus corporalis,19.4630872483221
14492,2014/07/03,Ameiurus natalis,1.5
14492,2014/07/03,Anguilla rostrata,1.5
14492,2014/07/03,Lepomis auritus,6
14492,2014/07/03,Luxilus cornutus,3.5
14492,2014/07/03,Micropterus dolomieu,6.5
14492,2014/07/03,Semotilus corporalis,24
14494,2012/07/09,Anguilla rostrata,17.0940170940171
14494,2012/07/09,Etheostoma olmstedi,4.2735042735043
14494,2012/07/09,Lepomis macrochirus,1.7094017094017
14494,2012/07/09,Salmo trutta,0.8547008547009
14499,1993/06/17,Ameiurus nebulosus,6.25
14499,1993/06/17,Anguilla rostrata,3.125
14499,2001/07/12,Ameiurus nebulosus,16.3120567375887
14499,2001/07/12,Anguilla rostrata,4.9645390070922
14499,2012/08/24,Ameiurus nebulosus,4.7619047619048
14499,2012/08/24,Anguilla rostrata,6.3492063492064
14499,2012/08/24,Lepomis macrochirus,1.5873015873016
14500,1991/07/16,Salvelinus fontinalis,116
14500,2015/06/24,Salvelinus fontinalis,23.0769230769231
14501,2000/06/19,Anguilla rostrata,16
14501,2000/06/19,Etheostoma olmstedi,21
14501,2000/06/19,Lepomis macrochirus,20
14501,2008/06/12,Anguilla rostrata,11.25
14501,2008/06/12,Etheostoma olmstedi,48.75
14501,2008/06/12,Lepomis macrochirus,5
14501,2008/06/12,Semotilus corporalis,8.75
14502,1988/08/23,Ambloplites rupestris,43.3333333333333
14502,1988/08/23,Anguilla rostrata,43.3333333333333
14502,1988/08/23,Etheostoma olmstedi,131.333333333333
14502,1988/08/23,Lepomis auritus,27.3333333333333
14502,1988/08/23,Luxilus cornutus,46.6666666666667
14502,2000/08/22,Ambloplites rupestris,5.3333333333333
14502,2000/08/22,Anguilla rostrata,10
14502,2000/08/22,Etheostoma olmstedi,46
14502,2000/08/22,Lepomis auritus,6
14502,2000/08/22,Lepomis macrochirus,2
14502,2000/08/22,Luxilus cornutus,0.6666666666667
14504,2008/07/14,Anguilla rostrata,0.5347593582888
14504,2008/07/14,Etheostoma olmstedi,31.5508021390374
14504,2008/07/14,Luxilus cornutus,3.2085561497326
14504,2008/07/14,Salmo trutta,1.0695187165775
14504,2008/07/14,Salvelinus fontinalis,4.2780748663102
14504,2008/07/14,Semotilus corporalis,5.3475935828877
14504,2012/06/14,Etheostoma olmstedi,9.6969696969697
14504,2012/06/14,Luxilus cornutus,0.6060606060606
14504,2012/06/14,Salmo trutta,4.8484848484849
14504,2012/06/14,Salvelinus fontinalis,13.3333333333333
14504,2012/06/14,Semotilus corporalis,5.4545454545455
14516,2011/07/13,Ambloplites rupestris,1.1764705882353
14516,2011/07/13,Etheostoma olmstedi,27.6470588235294
14516,2011/07/13,Lepomis macrochirus,0.5882352941176
14516,2011/07/13,Luxilus cornutus,61.7647058823529
14520,1992/07/27,Etheostoma olmstedi,1.2903225806452
14520,1992/07/27,Lepomis macrochirus,5.8064516129032
14520,1992/07/27,Salmo trutta,20.6451612903226
14520,1992/07/27,Salvelinus fontinalis,0.6451612903226
14520,1999/09/08,Ambloplites rupestris,2
14520,1999/09/08,Etheostoma olmstedi,0.6666666666667
14520,1999/09/08,Lepomis macrochirus,2
14520,1999/09/08,Salmo trutta,18
14520,2006/06/15,Cottus cognatus,0.4347826086957
14520,2006/06/15,Etheostoma olmstedi,3.4782608695652
14520,2006/06/15,Lepomis macrochirus,6.5217391304348
14520,2006/06/15,Salmo trutta,4.3478260869565
14520,2006/06/15,Salvelinus fontinalis,0.8695652173913
14520,2011/07/07,Salmo trutta,4.7826086956522
14520,2011/07/07,Salvelinus fontinalis,1.304347826087
14520,2011/07/07,Semotilus corporalis,0.8695652173913
14520,2012/07/19,Lepomis macrochirus,1.3698630136986
14520,2012/07/19,Salmo trutta,6.1643835616438
14520,2012/07/19,Salvelinus fontinalis,2.054794520548
14520,2013/07/09,Lepomis macrochirus,7.5342465753425
14520,2013/07/09,Salmo trutta,4.1095890410959
14521,1999/09/04,Ambloplites rupestris,1
14521,1999/09/04,Lepomis macrochirus,7
14521,1999/09/04,Salmo trutta,5
14521,2006/06/15,Lepomis macrochirus,1.7699115044248
14521,2006/06/15,Salmo trutta,1.7699115044248
14521,2006/06/15,Salvelinus fontinalis,0.8849557522124
14523,2015/06/19,Cottus cognatus,10
14523,2015/06/19,Lepomis macrochirus,2
14523,2015/06/19,Salmo trutta,4
14523,2015/06/19,Salvelinus fontinalis,12
14538,1993/08/16,Salmo trutta,2
14538,1993/08/16,Salvelinus fontinalis,13.3333333333333
14538,2011/08/24,Anguilla rostrata,8
14538,2011/08/24,Cottus cognatus,44
14538,2011/08/24,Etheostoma olmstedi,62
14538,2011/08/24,Salvelinus fontinalis,38
14540,1989/07/19,Anguilla rostrata,16
14540,1989/07/19,Lepomis macrochirus,3
14547,2003/07/02,Ambloplites rupestris,0.8
14547,2003/07/02,Anguilla rostrata,28.8
14547,2003/07/02,Etheostoma olmstedi,14.4
14547,2003/07/02,Lepomis macrochirus,18.4
14547,2003/07/02,Semotilus corporalis,0.8
14547,2012/07/06,Ambloplites rupestris,0.9090909090909
14547,2012/07/06,Anguilla rostrata,40
14547,2012/07/06,Etheostoma olmstedi,10.9090909090909
14547,2012/07/06,Lepomis macrochirus,20
14547,2012/07/06,Semotilus corporalis,32.7272727272727
14548,2012/07/05,Ambloplites rupestris,9.016393442623
14548,2012/07/05,Anguilla rostrata,103.27868852459
14548,2012/07/05,Etheostoma olmstedi,7.3770491803279
14548,2012/07/05,Lepomis auritus,7.3770491803279
14548,2012/07/05,Lepomis macrochirus,19.672131147541
14548,2012/07/05,Micropterus dolomieu,0.8196721311475
14549,2008/07/17,Anguilla rostrata,20
14549,2008/07/17,Etheostoma olmstedi,2
14549,2008/07/17,Lepomis macrochirus,11
14549,2008/07/17,Luxilus cornutus,1
14549,2008/07/17,Semotilus corporalis,49
14551,2008/08/01,Anguilla rostrata,3.7735849056604
14551,2008/08/01,Etheostoma olmstedi,16.0377358490566
14551,2008/08/01,Lepomis macrochirus,3.7735849056604
14551,2008/08/01,Luxilus cornutus,10.377358490566
14551,2008/08/01,Salmo trutta,12.2641509433962
14551,2008/08/01,Salvelinus fontinalis,5.6603773584906
14551,2008/08/01,Semotilus corporalis,8.4905660377359
14551,2012/07/13,Anguilla rostrata,4.1666666666667
14551,2012/07/13,Etheostoma olmstedi,22.9166666666667
14551,2012/07/13,Luxilus cornutus,7.2916666666667
14551,2012/07/13,Salmo trutta,18.75
14551,2012/07/13,Salvelinus fontinalis,87.5
14551,2012/07/13,Semotilus corporalis,12.5
14552,1989/08/21,Ambloplites rupestris,19.3333333333333
14552,1989/08/21,Anguilla rostrata,70.6666666666667
14552,1989/08/21,Etheostoma olmstedi,2
14552,1989/08/21,Lepomis auritus,38
14552,1989/08/21,Lepomis macrochirus,19.3333333333333
14552,1989/08/21,Salmo trutta,0.6666666666667
14552,1989/08/21,Semotilus corporalis,4.6666666666667
14552,2012/07/10,Ambloplites rupestris,1.9607843137255
14552,2012/07/10,Anguilla rostrata,80.3921568627451
14552,2012/07/10,Etheostoma olmstedi,4.9019607843137
14552,2012/07/10,Lepomis auritus,23.5294117647059
